,sentiment,date,text
1493,1,fri dec 05 06:07:32 +0000 2014,i hate my macbook now fuck this update and fuck you apple
1494,0,fri dec 05 06:14:44 +0000 2014,yeagerbeats is back with another howto apple logicprox tutorial stepinputkeyboard check it out -
1495,0,fri dec 05 06:16:36 +0000 2014,cynthialanel twitter silicon valley as a whole needs to step up the same % google yahoo facebook apple
1496,1,fri dec 05 06:16:58 +0000 2014,yall chargers weak yall needa make iphone charger otterboxes for the cord apple
1497,0,fri dec 05 06:21:21 +0000 2014,onerepublic apple maximally concentrated brent ^^
1498,0,fri dec 05 06:22:59 +0000 2014,again i ask why apple uses jimmyfallon's voice not attributed to him that or dude's an ace jimmyfallon vocal clone
1499,1,fri dec 05 06:23:18 +0000 2014,so to apple for charging me for two ringtones and then not letting me use them thanksobama
1500,0,fri dec 05 06:30:05 +0000 2014,aaplapple antitrust case hangs in the balance
1501,0,fri dec 05 06:40:22 +0000 2014,kate apple get the new sony
1502,0,fri dec 05 06:41:40 +0000 2014,torn between samsungmobileus and apple for my next phone secretly leaning towards the note  changein
1503,1,fri dec 05 06:42:42 +0000 2014,cooolestnerd and these are the top places to work twitter google yahoo facebook apple doesn't reflect society's makeup
1504,0,fri dec 05 06:44:33 +0000 2014,cooolestnerd what concerns me these co's are in a position to do so much good for pocs twitter google yahoo facebook apple
1505,1,fri dec 05 06:45:38 +0000 2014,chngli apple i'll take a look at that i'm fed up with ipad well  truly
1506,0,fri dec 05 06:52:37 +0000 2014,rt missionir is apple the most important stock on earth aapl
1507,0,fri dec 05 06:54:03 +0000 2014,cynthialanel these are the most power co's in the world and they could care no more than % apple twitter google yahoo facebook
1508,0,fri dec 05 07:09:05 +0000 2014,another nike mustbuy outfit with an apple ipodnano in there too
1509,0,fri dec 05 07:24:35 +0000 2014,you'll be able to learn how to code for free next week at your nearest apple store coders technology apple
1510,0,fri dec 05 07:30:16 +0000 2014,nale when do you think parable will be accessible in france apple appstore
1511,1,fri dec 05 07:30:57 +0000 2014,i swear to fuck i would rather cut and splice physical fucking tape than dick around with one more apple product with shit design
1512,0,fri dec 05 07:31:58 +0000 2014,i love apple bc i can record in my home but can they pull some serious fuckshit this thing is designed to get lost
1513,1,fri dec 05 07:54:53 +0000 2014,apple may be working on virtual reality but it's destroyed the evidence apple ceva htc google talk to me scuba
1514,1,fri dec 05 08:05:27 +0000 2014,your telling me there's no santa claus emoji apple
1515,1,fri dec 05 08:15:21 +0000 2014,playing with apple healthkit somebody needs to show them how to make proper axis labels infographic design
1516,1,fri dec 05 08:16:15 +0000 2014,between    apple deleted music off of some customers' ipods without telling them
1517,0,fri dec 05 08:20:33 +0000 2014,apple apple thinkdifferent
1518,1,fri dec 05 09:01:14 +0000 2014,apple inc (aapl) anti-trust laws class-action lawsuit and viable plaintiffs technology
1519,0,fri dec 05 09:07:45 +0000 2014,sunrise northamptonshire northampton wow what a sunrise this morning iphone apple apple sun
1520,0,fri dec 05 09:09:12 +0000 2014,rt marksutton sunrise northamptonshire northampton wow what a sunrise this morning iphone apple apple sun
1521,0,fri dec 05 09:16:41 +0000 2014,techfaq peterjmsimons in the end it is apple laughing all the way to the bank
1522,0,fri dec 05 09:29:25 +0000 2014,apple watch sdk and monetizaton why you should download watchkit as soon as possible
1523,1,fri dec 05 09:34:32 +0000 2014,this is why i would never want to own an apple device but sadly people seem to be okay with that
1524,0,fri dec 05 09:36:28 +0000 2014,realworld etnui magicleap spin google htc apple samsung magicleap this is a collection of dreams thoughts and discussions i share
1525,1,fri dec 05 09:38:17 +0000 2014,gotta love the autocorrect in iphone nothing makes a person more illiterate than that fuck mequit guessing and not let us correct apple
1526,0,fri dec 05 09:46:43 +0000 2014,apple quarter q eps is $ use it at free app donkey stocks aapl
1527,0,fri dec 05 09:54:45 +0000 2014,iscuba  degree camera rig cloud mobile gamed to surface imask google padi apple samsung htc underwaterwearables cardboard pivot
1528,0,fri dec 05 09:58:55 +0000 2014, in  us iphone  owners have now used apple pay - report
1529,0,fri dec 05 10:00:13 +0000 2014,thehiitcoach we'll use it but we know that feeling only too well of waiting for your app to be approved by apple likewatchingpaintdry
1530,0,fri dec 05 10:19:59 +0000 2014,'apples legendarische garage is een mythe' via apple marketing
1531,0,fri dec 05 10:22:58 +0000 2014,onerepublic apple that looks amazing don't think anyone can say they recorded music on a plane haha
1532,0,fri dec 05 10:25:46 +0000 2014,dimuever timcook apple lool see dis man eee
1533,0,fri dec 05 10:30:28 +0000 2014,dimuever timcook apple help for wetin lol
1534,0,fri dec 05 10:37:52 +0000 2014,onerepublic apple does pilot fly with us
1535,0,fri dec 05 10:39:00 +0000 2014,google is officially beating apple in the tv streaming market with graph from qz
1536,1,fri dec 05 10:46:38 +0000 2014,'onerepublic studio at  ft one outlet  computers apple we need the batteries of the future now '
1537,0,fri dec 05 10:54:17 +0000 2014,rt bigblindz blackberry wants your iphone and will pay for it bbry $bbry blackberry iphone $aapl aapl
1538,0,fri dec 05 11:00:36 +0000 2014,'after school' app gets pulled by apple  i say good cyber bullying is awful
1539,1,fri dec 05 11:10:45 +0000 2014,weightsmate apple total nightmare and they take a big slice of the cake 
1540,1,fri dec 05 11:11:49 +0000 2014,why is my phone on  if i charged it all night hmmmmm apple stevejobs god
1541,1,fri dec 05 11:12:08 +0000 2014,steviebuckley it's doing strange things to dropbox files as well - create a new folder and it disappears etc apple yosemite bugs
1542,0,fri dec 05 11:30:05 +0000 2014,aaplwatch list att (nyset) apple (nasdaqaapl) pandora media inc (nys
1543,1,fri dec 05 11:30:41 +0000 2014,it's done well but my ' apple gb ipod photo has possible come to an end after yrs battery won't charge
1544,1,fri dec 05 11:36:59 +0000 2014,rt hf imcatnoone apple or you can't even sync folders
1545,1,fri dec 05 11:41:43 +0000 2014,steve wozniak tries to gut the legacy of the late steve jobs uncool apple via bloombergtv
1546,0,fri dec 05 11:45:05 +0000 2014,aaplapple samsung argue in appeals court
1547,1,fri dec 05 11:45:34 +0000 2014,that's what happened to my music apple deleted music from customers' ipods
1548,0,fri dec 05 11:47:05 +0000 2014,ok i finally decided to buy this big 'ipad' to phone iphone grey by apple normally more excited smartphone
1549,0,fri dec 05 11:55:09 +0000 2014,apple xiaomi smartphones found violating privacy laws in taiwan $aapl aapl
1550,0,fri dec 05 12:02:13 +0000 2014,i for india apple plans big push with  stores $aapl aapl
1551,1,fri dec 05 12:05:55 +0000 2014,dougluberts drakecraytel apple it is a universal problem with gb models some people think there will be a total recall
1552,0,fri dec 05 12:19:23 +0000 2014,apple to host free workshops to take the mystery out of coding - cnet technology coding
1553,1,fri dec 05 12:20:02 +0000 2014,apple tv fades away in streaming video player market - apple vod streaming
1554,0,fri dec 05 12:25:36 +0000 2014,apple questions whether ipod class action suit can proceed as case may lack genuine  - aapl eddycue
1555,1,fri dec 05 12:30:51 +0000 2014,the dirty secret in the shadow of silicon valley google yahoo apple nice  know ur doing good with ur billions
1556,0,fri dec 05 12:31:10 +0000 2014,iphon rivals by samsung lghtc suffering delays in qualcomm's -bit snapdragon answer to apple's a $aapl aapl
1557,0,fri dec 05 12:31:14 +0000 2014,if apple only knew the amount of people rolling back to mavericks if they only knew but they do don't they aham
1558,0,fri dec 05 12:39:18 +0000 2014,apple tentatively approves plans to expand reseller network in india with  new stores [mac blog] aapl
1559,0,fri dec 05 12:41:36 +0000 2014,finally apple gives india the attention it deserves plans to set up more than  stores via igyaan
1560,1,fri dec 05 12:44:07 +0000 2014,any other iphone users have a random vertical line showing up on their screen since upgrading to ios apple
1561,0,fri dec 05 12:44:18 +0000 2014,apple's iphone  international prices are higher than the us $aapl aapl
1562,1,fri dec 05 12:47:55 +0000 2014,i just held my phone close to my cheek and it gave me a shock ohhshit apple help
1563,1,fri dec 05 12:53:05 +0000 2014,fully explains our airplay trouble inbot apple fix your shit
1564,0,fri dec 05 12:55:55 +0000 2014,apple tentatively approves plans to expand reseller network in india with  new stores $aapl aapl
1565,0,fri dec 05 13:01:32 +0000 2014,rt ovelhanegratv apple tv fades away in streaming video player market - apple vod streaming
1566,0,fri dec 05 13:06:34 +0000 2014,on thursday december th learn an hourofcode from any apple store in the world reserve a spot today codeorg
1567,0,fri dec 05 13:07:55 +0000 2014,suit against apple over ipods may lack one thing a plaintiff $aapl aapl
1568,0,fri dec 05 13:11:22 +0000 2014,noctylux finalcutproes macnificos apple refurwhat
1569,0,fri dec 05 13:14:48 +0000 2014,aapl passes $ billion in market cap and setting a new record details here aapl apple stocks record news
1570,0,fri dec 05 13:17:22 +0000 2014,update apple's healthkit seeing early adoptions aapl
1571,0,fri dec 05 13:17:41 +0000 2014,apple inc and samsung group continue fight as sub-$ billion award looms $aapl aapl
1572,0,fri dec 05 13:18:50 +0000 2014,apple planning to support  apple resellers in india focusing on ios  - aapl
1573,0,fri dec 05 13:25:20 +0000 2014,after years of losses apple is finally clawing back some market share against android $aapl aapl
1574,0,fri dec 05 13:28:00 +0000 2014,us stock futures up; all eyes on jobs data aapl ajg bankofamerica big eric premarket markets
1575,1,fri dec 05 13:30:02 +0000 2014,aaplapple deleted songs from customers' ipods
1576,0,fri dec 05 13:39:39 +0000 2014,apple partners in india to reportedly expand operations with  stores $aapl aapl
1577,1,fri dec 05 13:40:37 +0000 2014,the apple enterprise developer agreement is (wait for it )  (seven hundred and nineteen) pages 
1578,1,fri dec 05 13:43:32 +0000 2014,when a company is playing catch-up it lost its innovation momentum sorry apple via tomshardware
1579,0,fri dec 05 13:49:10 +0000 2014,apple's $bn anti-competition trial might collapse $aapl aapl
1580,0,fri dec 05 13:57:23 +0000 2014,forbes 'whoops no plaintiff as apple tells court ipod owner isn't in class she represents' aapl
1581,1,fri dec 05 13:59:22 +0000 2014,only had the iphone  years still can't decipher how to use calendar apple isitme who gets paid how much
1582,0,fri dec 05 14:00:32 +0000 2014,there are  things that the iphone  can do that maybe you don't know businessinsider tricks brands apple
1583,0,fri dec 05 14:02:56 +0000 2014,photographing the white house christmas decorations with an iphone  by brookskraftfoto apple
1584,0,fri dec 05 14:04:11 +0000 2014,thestreet google has major headaches going into  because of apple facebook aapl fb goog
1585,0,fri dec 05 14:15:17 +0000 2014,hey artsboston urbannutcracker russell ferguson russellferg  krumpers are apple store in boylston st pm today dancing  chat
1586,0,fri dec 05 14:15:46 +0000 2014,is apple hedging its bets with another small iphone aapl
1587,0,fri dec 05 14:17:00 +0000 2014,apple inc defendants take the stand in anti-trust lawsuit aapl antitrust
1588,0,fri dec 05 14:19:35 +0000 2014,rt tomlindberg 'congrats to apple mary sotos worldresources for green power leadership awards greenemarktplc '
1589,0,fri dec 05 14:20:18 +0000 2014,pop up bostonholiday - urbannutcracker's russellferg  krumpers are apple store in boylston st pm today dancing  chat'
1590,0,fri dec 05 14:20:22 +0000 2014,new -inch iphone  reported  reasons apple must make it $aapl aapl
1591,1,fri dec 05 14:21:10 +0000 2014,apple gbp repair an iphone that died  mths out of warranty the new phone comes with only  days warranty why unhappycustomer
1592,0,fri dec 05 14:22:06 +0000 2014,foreign currency exchange may be a headwind for apple aapl
1593,1,fri dec 05 14:23:17 +0000 2014,mark zuckerberg slams tim cook you don't care about your customers fb aapl
1594,0,fri dec 05 14:25:47 +0000 2014,appleofficialll apple i can't say enough about how awesome apple has been they've already processed a reorder for the phone that ups lost
1595,0,fri dec 05 14:31:24 +0000 2014,samsungmobileus samsung appeals $m fine in apple [apple] iphone copying case (friday  december)
1596,0,fri dec 05 14:32:37 +0000 2014,is apple inc losing the $ billion ed-tech market aapl
1597,0,fri dec 05 14:36:02 +0000 2014,any one know how to retrieve deleted texts from iphone apple apple textmessage
1598,0,fri dec 05 14:37:14 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1599,0,fri dec 05 14:45:02 +0000 2014,aaplapple is building a $ million theatre
1600,1,fri dec 05 14:45:42 +0000 2014,mark zuckerberg slams tim cook you're not in alignment with your customers fb aapl
1601,0,fri dec 05 14:46:48 +0000 2014,apple begins hiring for first belgian retail store in brussels [mac blog] aapl
1602,0,fri dec 05 14:46:49 +0000 2014,apple launches ten holiday-themed itunes radio stations [ios blog] aapl
1603,1,fri dec 05 14:49:11 +0000 2014,apple 'deleted ipod music from rival services'
1604,0,fri dec 05 14:49:40 +0000 2014,apple throws last-minute curve ball in lawsuit $aapl aapl
1605,0,fri dec 05 14:50:42 +0000 2014, reasons apple is a potential warren buffett stock and  reason it isn't | the motley fool aapl
1606,0,fri dec 05 14:51:06 +0000 2014,is apple inc losing the $ billion ed-tech market | the motley fool aapl
1607,0,fri dec 05 14:54:01 +0000 2014,apple intraday comments - updated range - premium users aapl stockaction trading stocks mkt
1608,0,fri dec 05 14:54:01 +0000 2014,attn apple  buy these guys  make appletv what it should be 'fan tv' heads for the exit via pkafka
1609,0,fri dec 05 14:57:53 +0000 2014,apple excellent customer service thanks ian applestorecoventgarden
1610,1,fri dec 05 15:01:23 +0000 2014,apple why i cannot alt+tab back to full screen app grrrr usability
1611,0,fri dec 05 15:04:09 +0000 2014,apple to host free coding workshops in stores
1612,0,fri dec 05 15:06:14 +0000 2014,apple begins hiring retail positions in brussels ahead of first belgium  - aapl
1613,0,fri dec 05 15:06:52 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1614,0,fri dec 05 15:09:24 +0000 2014,apple awards regiscollegema with distinguished school honor ipads
1615,1,fri dec 05 15:10:02 +0000 2014,apple why the fuck when i leave my charger at home do i gotta start sending my goodbye texts at am
1616,0,fri dec 05 15:14:31 +0000 2014,hey apple while your reading list on safari across device rocks can you please let list items to be deleted (x) in iphone
1617,0,fri dec 05 15:15:07 +0000 2014,how apple became one of the greenest companies in america apple newsweek energy efficiency
1618,0,fri dec 05 15:17:29 +0000 2014,hannahrad why doesn't apple give out free apples as snacks
1619,0,fri dec 05 15:18:40 +0000 2014,foreign currency exchange may be a headwind for apple (aapl) aapl
1620,0,fri dec 05 15:22:11 +0000 2014,kymlang and q's aapl
1621,0,fri dec 05 15:22:50 +0000 2014,is apple inc losing the $ billion ed-tech market $aapl aapl
1622,1,fri dec 05 15:22:55 +0000 2014,rt fazenikan yea let me just pay  dollars for phone so it dies at % fix your shit apple
1623,1,fri dec 05 15:26:10 +0000 2014,facebook founder attacks apple boss over 'ridiculous' comments
1624,1,fri dec 05 15:33:04 +0000 2014,dear apple i place all my browser eggs in the safari basket guess what safari is broken please fix the release you pulled fail
1625,0,fri dec 05 15:33:16 +0000 2014,jmp securities thinks apple inc is going to $ time to sell aapl
1626,1,fri dec 05 15:33:25 +0000 2014,foxconn robots proving unsuitable for iphone assembly updated versions in the works aapl
1627,0,fri dec 05 15:36:08 +0000 2014,anti-discrimination bill to be named after apple ceo timcook via theinquisitr lgbt lgbt gayrights alabama
1628,0,fri dec 05 15:47:58 +0000 2014,the king of the phablets apple's iphone  plus is bestseller for past three months - $aapl aapl
1629,1,fri dec 05 15:48:53 +0000 2014,what is the point of making an apt at apple genius bar when you sit and wait for  min and counting
1630,0,fri dec 05 15:50:10 +0000 2014,new -inch iphone reported  reasons apple must make it choice device smartphone budget
1631,0,fri dec 05 15:50:15 +0000 2014,will apple be growing its services areas barclayswealth thinks it
1632,0,fri dec 05 15:53:26 +0000 2014,jmp securities thinks apple inc is going to $ time to sell | the motley fool aapl
1633,0,fri dec 05 15:54:14 +0000 2014,how to save a ton of money when you buy your next iphone via bgr aapl
1634,0,fri dec 05 15:58:04 +0000 2014,$aapl $bidu $ntes and more are on our stocks to buy list aapl bidu ntes
1635,0,fri dec 05 16:00:26 +0000 2014,resisting a bite of the holiday apple -
1636,1,fri dec 05 16:00:33 +0000 2014,rt ajhontucan your telling me there's no santa claus emoji apple
1637,0,fri dec 05 16:06:22 +0000 2014,apple are you doing  days of gifts again
1638,0,fri dec 05 16:10:59 +0000 2014,apple market maker price range forecast update aapl
1639,0,fri dec 05 16:12:02 +0000 2014,thehiitcoach weightsmate apple it's similar to an existing app (called cardio guru interestingly) maybe apple have noticed this
1640,1,fri dec 05 16:12:17 +0000 2014,charlesjmeyer apple appygeek hasn't apple been doing this for decades this is why i don't support apple apple deletegame
1641,0,fri dec 05 16:14:45 +0000 2014,crystal baller rebirth of the -inch iphone and other insane apple rumors $aapl aapl
1642,0,fri dec 05 16:15:02 +0000 2014,aaplnew -inch iphone  reported  reasons apple must make it
1643,0,fri dec 05 16:17:22 +0000 2014,rt jpdesloges crystal baller rebirth of the -inch iphone and other insane apple rumors $aapl aapl
1644,0,fri dec 05 16:22:48 +0000 2014,watching orion eft reenter at mph on my apple iphone as i am driving mph through the middle of no  where texas howcoolisthat
1645,0,fri dec 05 16:23:35 +0000 2014,interesting job wth apple in crowdsourcing (tip via cageyjames on li) maps community client software engineer
1646,1,fri dec 05 16:23:49 +0000 2014,swansonbirds apple appygeek it's definitely a bit frustrating as a consumer i'm a big apple supporter
1647,0,fri dec 05 16:25:45 +0000 2014,swansonbirds apple appygeek just saw this one on yahoonews
1648,0,fri dec 05 16:30:02 +0000 2014,aaplutside the box how things changed this week good jobs and bad jobs
1649,0,fri dec 05 16:32:24 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1650,0,fri dec 05 16:33:13 +0000 2014,help apple store rep told me that itunes backup saves multiple backups but i backed up phone now and old backup is gone what to do
1651,0,fri dec 05 16:35:35 +0000 2014,hrhound mandogallegos nice if the actor had on an iwatch he'd have the entire suite of apple products sponsordeal
1652,1,fri dec 05 16:37:34 +0000 2014,why i hate apple aapl
1653,1,fri dec 05 16:44:48 +0000 2014,my apple power cord caught on fire yet another non-travelling power cord i have less than a year applecordfire
1654,1,fri dec 05 16:46:00 +0000 2014,what i find alarming about apple power cords is how quickly they fray i don't always notice when i don't travel with them applecordfire
1655,1,fri dec 05 16:46:53 +0000 2014,and if i leave my mac plugged in when i leave the house do i need to check the apple power cord every time applecordfire
1656,1,fri dec 05 16:47:27 +0000 2014,and how about kids do parents need to monitor the apple power cords daily to make sure they are still safe applecordfire
1657,1,fri dec 05 16:48:46 +0000 2014,i was out to dinner last night and left my computer to charge had the fire happened then i'd have no house apple applecordfire
1658,0,fri dec 05 16:53:39 +0000 2014,how hip is twdancecenter apple store in boylston st today  pm enjoy some krumping meet urbannutcracker director  russellferg
1659,0,fri dec 05 16:54:31 +0000 2014,ubs says consensus on december quarter apple iphone units could be % low $aapl aapl
1660,0,fri dec 05 17:00:11 +0000 2014, stevewoz passion for engineeringdesign at the heart of what he did for apple via bloombergtv
1661,0,fri dec 05 17:04:46 +0000 2014,in the market to create more videos with my students apple macbook via donorschoose
1662,0,fri dec 05 17:06:22 +0000 2014,bloombergtv steve wozniak on what really happened in jobs' garage via bloombergtv apple aapl
1663,0,fri dec 05 17:06:36 +0000 2014,apple donorschoose bestbuy help me reach my goal
1664,0,fri dec 05 17:09:25 +0000 2014,apsvirginia special education staff working hard on behalf of our students with disabilities apple ed
1665,1,fri dec 05 17:10:24 +0000 2014,dear apple all i want for xmas is for ios  to stop crashing my ipad signed cindy lou who of whoville apple
1666,0,fri dec 05 17:10:26 +0000 2014,apple was fighting a 'never ending battle' against hackers of itunes says chief eddy cue in antitrust trial
1667,0,fri dec 05 17:12:38 +0000 2014,td bank aiming to launch apple pay support in mid-december [ios blog] aapl
1668,1,fri dec 05 17:13:35 +0000 2014,hey apple how can i take u's album off my phone
1669,0,fri dec 05 17:13:59 +0000 2014,barclays raises apple price target by % to $ more here aapl barclays stocks
1670,0,fri dec 05 17:14:35 +0000 2014,jmp raises apple price target from $ to $ reasons why here jmp aapl stocks wallstreet
1671,0,fri dec 05 17:16:13 +0000 2014,apple to support a new franchise of  ios stores in india $aapl aapl
1672,0,fri dec 05 17:19:42 +0000 2014,rt jpdesloges apple to support a new franchise of  ios stores in india $aapl aapl
1673,0,fri dec 05 17:26:20 +0000 2014,hey panerabread how about you teach your people how to use apple pay
1674,1,fri dec 05 17:27:02 +0000 2014,apple inc deleted songs from rival services from ipods aapl
1675,0,fri dec 05 17:36:31 +0000 2014,so cool apple stores will host free 'hour of code' workshops on dec  to promote computer science tech
1676,0,fri dec 05 17:38:51 +0000 2014,why apple needs china to love the apple watch $aapl aapl
1677,0,fri dec 05 17:41:49 +0000 2014,% believe iphone won't be available this christmas survey says via cnet aapl
1678,0,fri dec 05 17:42:27 +0000 2014, awesome paid iphone apps that are free for a limited time (save over $) via bgr aapl
1679,0,fri dec 05 17:42:43 +0000 2014,mattnwells i just wish i could post my fav coolclimate merlots on delectable using my apple flip phone
1680,0,fri dec 05 17:45:03 +0000 2014,aapl traits all great leaders share
1681,1,fri dec 05 17:46:20 +0000 2014,apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt
1682,0,fri dec 05 17:46:28 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1683,0,fri dec 05 17:46:48 +0000 2014,apple ceo's name to grace alabama antidiscrimination bill |sdgln kensandiego bennyc jimwinsor mistercervantes
1684,0,fri dec 05 17:46:51 +0000 2014,fundulz apple yeah i mean ie is super great
1685,0,fri dec 05 17:46:53 +0000 2014,apple ceo's name to grace alabama antidiscrimination bill |sdgln kensandiego bennyc jimwinsor mistercervantes
1686,0,fri dec 05 17:49:18 +0000 2014,rt spencerescott have apple's ipad sales peaked aapl
1687,0,fri dec 05 17:49:29 +0000 2014,rt spencerescott aapl market cap passes $ billion tablet sales slump and more
1688,0,fri dec 05 17:49:29 +0000 2014,for this problem we can blame anybody we like sun java oracle apple startcom who else joins the roster
1689,0,fri dec 05 17:49:33 +0000 2014,rt spencerescott apple flash crash what you need to know aapl
1690,0,fri dec 05 17:50:40 +0000 2014,rt jpdesloges apple - fibonacci technicals levels - intraday update - $aapl aapl
1691,0,fri dec 05 17:51:09 +0000 2014,apple [apple]'s iphoneplus captures christmas at the white house (friday  december)
1692,0,fri dec 05 17:54:49 +0000 2014,hey apple could you add an option in mail to 'unsubscribe' next to the deletearchive option after swiping an email
1693,1,fri dec 05 17:59:25 +0000 2014,why is it so hard to reach  buy suicide squad comics at apple store in turkey apple dccomics appleturkey
1694,1,fri dec 05 18:06:18 +0000 2014,apple howwhy did my ical undo  months of entries related to recurring date entries they all re-set to 'pay cc' i had changed to $amnt
1695,0,fri dec 05 18:07:32 +0000 2014,way to go apple
1696,1,fri dec 05 18:09:42 +0000 2014,just watched my dad struggle to answer a call because his iphone wouldn't let him answer great job on ios apple not
1697,1,fri dec 05 18:10:14 +0000 2014,apple ical again it reset all my recurring in spite of months of individualizing each one per current date fail icloud sucking
1698,0,fri dec 05 18:11:09 +0000 2014,thinking of leaving the apple environment completely thoughts
1699,0,fri dec 05 18:15:54 +0000 2014,aye apple why don't you guys make the apple headphones in different colors
1700,0,fri dec 05 18:16:18 +0000 2014,gva lounge in sight  macs and  pcs + undetermined number of ipxs aapl
1701,0,fri dec 05 18:18:28 +0000 2014,rt rhdrum aye apple why don't you guys make the apple headphones in different colors
1702,0,fri dec 05 18:20:28 +0000 2014,love the apple is supporting hourofcode with workshops
1703,0,fri dec 05 18:20:52 +0000 2014,iphonec release date rumours and leaked images apple [apple] said to be working  (friday  decem
1704,0,fri dec 05 18:27:20 +0000 2014,gopro inc has potential to become apple inc of drone market aapl
1705,1,fri dec 05 18:32:46 +0000 2014,wanted the apple iphone  but that lighting charger made me go to an windows nokia 
1706,0,fri dec 05 18:40:07 +0000 2014,steve hayman apple national consulting engineer presents on app development at umich
1707,0,fri dec 05 18:42:41 +0000 2014,will apple pay consumers $ billion for deleting their music apple inc (nasdaq aapl) is currently embroi
1708,0,fri dec 05 18:42:41 +0000 2014,early movers big dltr thi aapl five  more these are the stocks posting the largest moves before the bell
1709,1,fri dec 05 18:45:19 +0000 2014,allandthompson apple let me just go ahead and get this one out of the way 'u gonna get a virus  ur whole house will explode'
1710,1,fri dec 05 18:50:37 +0000 2014,zuckerberg attacks if apple really cared about customers iphones would cost less $aapl aapl
1711,0,fri dec 05 18:54:42 +0000 2014,you'll be able to learn how to code for free next week at your nearest apple store
1712,0,fri dec 05 18:54:55 +0000 2014,you'll be able to learn how to code for free next week at your nearest apple store
1713,0,fri dec 05 18:58:20 +0000 2014,rt ravimikkelsen hrhound mandogallegos nice if the actor had on an iwatch he'd have the entire suite of apple products sponsordeal
1714,0,fri dec 05 18:59:16 +0000 2014,apple adds new flyover locations to maps siri movie showtimes in more countries [ios blog] aapl
1715,0,fri dec 05 19:05:09 +0000 2014,helping you  your loved ones on the street with our free apple app winnipeg acura
1716,0,fri dec 05 19:08:40 +0000 2014,aapl $baba  $twtr are having their    % day  they fooling around -- not on their magic carpet next weeks
1717,0,fri dec 05 19:10:38 +0000 2014,plaintiff withdrawn in ipod antitrust lawsuit $aapl aapl
1718,0,fri dec 05 19:13:20 +0000 2014,rt jpdesloges plaintiff withdrawn in ipod antitrust lawsuit $aapl aapl
1719,1,fri dec 05 19:13:33 +0000 2014,my keyboard only ever freezes up when i'm trying to talk to ian apple why do u hate the sophian
1720,0,fri dec 05 19:24:53 +0000 2014,apple entering era of security fear-mongering from security vendors $aapl aapl
1721,0,fri dec 05 19:26:00 +0000 2014,apple - fibonacci technicals levels - intraday update - $aapl aapl
1722,1,fri dec 05 19:26:47 +0000 2014,nd day with my new iphone wtf apple  in switching to samsungmobileus
1723,0,fri dec 05 19:26:55 +0000 2014,learn how to code for free on  at your nearest apple store  excellent tech latism
1724,0,fri dec 05 19:30:04 +0000 2014,aaplubs increases apple's iphone  sales revenue and eps
1725,0,fri dec 05 19:40:17 +0000 2014,iphones is the best mobile that i have had that's easy it is only that works and it is wonderfull thanks apple timcook
1726,1,fri dec 05 19:46:09 +0000 2014,wut apple can i have my money back kthx
1727,1,fri dec 05 19:46:58 +0000 2014,took me an hour (half of it was decided in a bubble bath) that i cannot download ios  i hate you apple ee
1728,0,fri dec 05 19:51:52 +0000 2014,what is homekit soon you'll control your home with your iphone $aapl aapl
1729,0,fri dec 05 19:52:20 +0000 2014,rt jpdesloges what is homekit soon you'll control your home with your iphone $aapl aapl
1730,1,fri dec 05 19:55:58 +0000 2014,calemcmartin blame apple
1731,0,fri dec 05 19:56:11 +0000 2014,dude apple is all over the marketing for beats they have a great marketing team at apple
1732,0,fri dec 05 19:57:10 +0000 2014,watch out apple
1733,1,fri dec 05 19:57:36 +0000 2014,why don't we have harry potter emojis please work on this apple
1734,0,fri dec 05 20:05:13 +0000 2014,twdancecenter urbannutcracker apple store in boylston st  pm enjoy some krumping  meet the director  russellferg
1735,1,fri dec 05 20:10:33 +0000 2014,apple had a dream last night where i downgraded my iphone to a s and spent the rest of the dream trying to figure out what to do shame
1736,0,fri dec 05 20:14:51 +0000 2014,apple stock is push into india too little too late $aapl aapl
1737,0,fri dec 05 20:18:15 +0000 2014,apple inc (aapl) focuses on larger indian market share aapl
1738,0,fri dec 05 20:21:39 +0000 2014,i really want apple to drop the word book from products so employees will start treating machines with more care aka stop dropping them
1739,0,fri dec 05 20:22:44 +0000 2014,apple - fibonacci technicals levels - last intraday update - $aapl aapl
1740,0,fri dec 05 20:25:02 +0000 2014,wearabledevices to consumers  you're putting me on - ibdnews via ibdinvestors aapl nke grmn amba invn
1741,1,fri dec 05 20:26:06 +0000 2014,apple ios is still shit
1742,1,fri dec 05 20:30:27 +0000 2014,marxculture appleuk thanks i'll keep it in mind tho i've lately been so unhappy with everything apple that i'm moving away from them
1743,0,fri dec 05 20:30:37 +0000 2014,apple facing a challenge from google's android - apple inc aapl | seeking alpha
1744,1,fri dec 05 20:31:25 +0000 2014,daulfn appleuk apple i have a windows lappy which works well and was half the price of the alternative
1745,0,fri dec 05 20:33:24 +0000 2014,appleec  trading daily profit $sh weekly profits of $sh aapl stockaction trading stocks mkt
1746,1,fri dec 05 20:35:01 +0000 2014,apple apple id should always b able to b set up wout cred cardpaypalgift card attach to it you'll still get your $ if they buy fail
